competition_id,Ao5,round_type_id,group_id,is_extra,scramble_num,scramble,optimal_tickcount,tickcount_solution
Cube4funSiedlceAutumn2023,21.0,d,B,1,2,UR2+ DR5+ DL3+ UL3+ U4- R2+ D2+ L4+ ALL3+ y2 U3+ R2+ D2- L0+ ALL1+ UR DR DL UL,24,DR3+ DL1- U1- L3+ y2 dl3- ur4+ D2+ R2- U3- /2-
DneprNeverFails2018,21.0,d,B,0,1,UR1+ DR1+ DL1- UL2+ U5- R0+ D4- L3- ALL5- y2 U1- R3+ D1+ L4+ ALL2+,21,DL2+ U2+ R2- D2+ ALL2- y2 R3- U1+ L3- DL1- /1- \2-
DneprNeverFails2018,21.0,d,B,0,2,UR3+ DR4+ DL3- UL4+ U4+ R3+ D2- L1+ ALL5+ y2 U1- R2- D2- L3- ALL1- UR,22,UR1+ DR1+ L2- ur5+ y2 D1- U1- DL3+ UR2+ /4- \2-
DneprNeverFails2018,21.0,d,B,0,3,UR4+ DR4- DL3+ UL0+ U0+ R0+ D2+ L1+ ALL2- y2 U2- R1+ D6+ L4- ALL2+ UR DR UL,25,DL1- UL4- L1+ y2 ul2- D6+ R1- U2- UL4+ \4+
DneprNeverFails2018,21.0,d,B,0,4,UR4- DR1+ DL5+ UL1+ U1+ R2+ D5- L4- ALL2- y2 U1- R2+ D0+ L3+ ALL5+ DR,20,UR1+ DL1- U1+ L1- /1+ \4+ y2 dr5- R2- U1+ L3-
DneprNeverFails2018,21.0,d,B,0,5,UR1+ DR5- DL3+ UL1- U2+ R1+ D5+ L2- ALL5+ y2 U4- R3+ D0+ L4- ALL2+ DR UL,28,UR2- DR5+ D4+ dl5+ \3+ y2 dl1+ dr1+ R3- UL4+
DneprNeverFails2018,21.0,d,B,1,1,UR0+ DR6+ DL4+ UL0+ U3+ R3+ D4- L1- ALL2- y2 U3+ R4+ D3- L0+ ALL2+ UR DL UL,25,DR3+ UL3- D3+ y2 ul1- R5+ U3- DR3+ \3+ ALL1-
DneprNeverFails2018,21.0,d,B,1,2,UR2- DR4+ DL3- UL4- U6+ R1- D3- L4- ALL2- y2 U3- R4- D1- L0+ ALL4- DR DL,17,DL2+ R1- L3- dr1+ \2- y2 DR1+ UR3+ \4-
EdinburghWinter2025,21.0,d,B,0,1,UR5- DR3- DL0+ UL5+ U1- R2- D5+ L5- ALL3+ y2 U1- R2+ D4+ L4- ALL1+,25,UR1+ DR3- D1+ dr2+ /2+ y2 dr4+ D4+ R3- DL4+ UR1+
EdinburghWinter2025,21.0,d,B,0,2,UR3- DR4+ DL1- UL1- U0+ R4+ D2- L3- ALL1+ y2 U2+ R4- D4- L0+ ALL2+,23,DR5- DL4+ UL1+ U3+ ul1- \1- y2 dr2+ U2- DR4+
EdinburghWinter2025,21.0,d,B,0,3,UR0+ DR5+ DL1+ UL4- U1- R1+ D2+ L5- ALL1- y2 U2+ R3+ D0+ L1- ALL1-,21,UR2+ DR4+ U3+ L4- ul2- /1- y2 UL1+ UR3- /1-
EdinburghWinter2025,21.0,d,B,0,4,UR3- DR3- DL4+ UL2+ U2- R4+ D6+ L2+ ALL6+ y2 U0+ R2+ D3+ L2+ ALL4-,17,UR1+ DR1+ DL4+ U2+ y2 dl2- D1+ DL2- DR2- /2+
EdinburghWinter2025,21.0,d,B,0,5,UR4- DR4- DL5- UL4- U3- R5- D3+ L0+ ALL5+ y2 U1- R6+ D5+ L2- ALL3-,28,DR1+ DL3- U1- D4- y2 ul2+ dr5+ UL1+ DL1+ DR6+ \4+
EdinburghWinter2025,21.0,d,B,1,1,UR6+ DR2- DL5+ UL1- U4+ R6+ D1- L4- ALL1- y2 U6+ R1- D2+ L6+ ALL1+,22,UR2+ UL1+ D2- L1- y2 ul5- R1+ U2- UL4- DL2- ALL2-
EdinburghWinter2025,21.0,d,B,1,2,UR0+ DR2- DL3+ UL3- U5- R0+ D0+ L1- ALL0+ y2 U2+ R1+ D5- L1+ ALL1+,20,U4- R2+ D1- L1+ /2- y2 ul2- D5+ UL1- UR1- /1-
FountainCity2023,21.0,1,B,0,1,UR6+ DR3+ DL1- UL3- U1+ R5- D3- L6+ ALL3+ y2 U4+ R2+ D1- L2- ALL5+ DR DL,21,UR4- D1+ L2- /2- y2 dr2- ur3- U3- DL2+ DR1- UR1-
FountainCity2023,21.0,1,B,0,2,UR6+ DR2+ DL1- UL3- U2- R4+ D2- L5- ALL5- y2 U1+ R5+ D3+ L3- ALL6+ DR DL,22,DL1- UL1- D2+ L1- dl4+ ul2+ \1+ y2 dl2+ L2+ UL1+ DR3- UR2-
FountainCity2023,21.0,1,B,0,3,UR3+ DR4+ DL1- UL5- U1+ R2+ D3+ L5- ALL3- y2 U2- R1+ D1+ L3- ALL0+ UR DR,20,DR3+ U1+ D3+ L1- /5- y2 U1- UL3+ DR1- ALL2+
FountainCity2023,21.0,1,B,0,4,UR0+ DR3- DL1+ UL5- U1+ R5- D4- L6+ ALL3+ y2 U2+ R2- D5- L0+ ALL3- DR DL,28,DR4- DL2- U4+ ur3- ul1- y2 dl1- D3+ U2- DR2+ \6+
FountainCity2023,21.0,1,B,0,5,UR6+ DR1+ DL4- UL3+ U1+ R5+ D3+ L4- ALL2+ y2 U0+ R3- D4- L2- ALL6+ UR,24,UL2+ L3+ dl2- \4- y2 ul3+ dl5- L1+ DL1+ DR3+
FountainCity2023,21.0,1,B,1,1,UR4+ DR5+ DL5+ UL4- U6+ R1+ D1+ L1- ALL0+ y2 U2- R4+ D5- L3+ ALL4-,27,UR2+ U4+ D1+ y2 ul1- dr2+ U2+ DL3- DR4- /4+ \4+
FountainCity2023,21.0,1,B,1,2,UR3- DR4+ DL5- UL4+ U2- R1- D0+ L4+ ALL0+ y2 U0+ R1+ D3- L0+ ALL1+ DL UL,20,DL1+ U1+ L4- /4+ \3- y2 D4+ DR1- ALL2-
GermanOpen2014,21.0,f,A,0,1,UR5+ DR1+ DL2- UL2+ U1- R4- D4+ L5+ ALL2+ y2 U1- R0+ D2+ L1- ALL4+ UR DR DL UL,22,UR1- DR1- UL5- D2- dr3- y2 dr5- D2- UL1+ /2+
GermanOpen2014,21.0,f,A,0,2,UR0+ DR1+ DL0+ UL1+ U3- R2+ D1- L4- ALL4+ y2 U1+ R4- D2+ L2+ ALL3+ DL UL,18,UL2+ R3- L1+ y2 R4+ U1- DL2- \3- ALL2-
GermanOpen2014,21.0,f,A,0,3,UR0+ DR2+ DL3- UL1- U2+ R5- D5+ L5+ ALL4+ y2 U4- R1- D4+ L1- ALL5- DR DL,26,DR4- UL1- R5- ALL1+ y2 ul3+ D4- R1+ U4+ L1+ \2+
GermanOpen2014,21.0,f,A,0,4,UR2- DR1- DL1- UL4- U6+ R5+ D3+ L3+ ALL1- y2 U5- R5- D2+ L3+ ALL2- UR UL,21,DR2- DL1+ L1+ dr3+ \1+ y2 ul1+ dr3+ D1+ DL3- UR5+
GermanOpen2014,21.0,f,A,0,5,UR4- DR2- DL4- UL2+ U4+ R0+ D3+ L2- ALL1+ y2 U4- R6+ D4- L5- ALL1- UR DL UL,32,UR2- DR3+ R5+ L4+ dr2+ \2+ y2 D3- UL4+ DL1+ DR6+
GermanOpen2014,21.0,f,A,1,1,UR5+ DR5- DL1+ UL4- U6+ R5+ D0+ L1- ALL6+ y2 U1- R0+ D0+ L1- ALL5- UR DL UL,20,DR5+ DL1- UL5+ R2+ y2 dl1- dr4- UL1+ ALL1-
GermanOpen2014,21.0,f,A,1,2,UR1+ DR2+ DL5+ UL1+ U5- R4+ D2- L6+ ALL1+ y2 U2+ R5- D3- L2+ ALL5-,28,UR1- DR5- U4+ R1- dr2+ y2 U2- DL2- DR5+ \1+ ALL5-
IdahoSpudcubing2018,21.0,c,B,0,1,UR3+ DR1- DL3- UL3- U4- R3+ D1- L3+ ALL3- y2 U6+ R5- D1- L1- ALL5+ DR UL,30,UR4+ DR2+ DL3+ R1+ ALL4- y2 dl3- dr5+ R1- DL1+ UR6+
IdahoSpudcubing2018,21.0,c,B,0,2,UR1- DR2+ DL2- UL1- U5- R1+ D4+ L5+ ALL4- y2 U1+ R1+ D0+ L4+ ALL1+ UR DR DL,22,DR2- DL2- U5- \2- y2 ul2+ dr1- L4- UR1- ALL3-
IdahoSpudcubing2018,21.0,c,B,0,3,UR3+ DR3+ DL2+ UL0+ U4+ R5+ D6+ L5- ALL5+ y2 U3- R2+ D2- L2+ ALL3- DL UL,25,UR1+ UL3+ U1+ D1+ /3+ \4+ y2 D4+ U3+ L2- DR2- ALL1+
IdahoSpudcubing2018,21.0,c,B,0,4,UR0+ DR3- DL2+ UL2- U5+ R4+ D3+ L2+ ALL3+ y2 U0+ R3- D4- L2- ALL3+ UR DR UL,20,UR1- UL2- D2- /4- ALL5- y2 L1+ DL1+ DR3+ /1+
IdahoSpudcubing2018,21.0,c,B,0,5,UR2+ DR3- DL3- UL1- U2- R1+ D2+ L3+ ALL5+ y2 U0+ R2- D0+ L3+ ALL0+ DL,21,UL1+ D4+ ur1+ dl3- \5+ y2 R1- DL3- DR3+
IdahoSpudcubing2018,21.0,c,B,1,1,UR4+ DR2+ DL3+ UL2- U5+ R1- D2- L2- ALL2+ y2 U3+ R2+ D0+ L2+ ALL1- DR UL,19,UR2- DR3- U5- L1+ y2 D1+ UL1- DL1- UR2- /3-
IdahoSpudcubing2018,21.0,c,B,1,2,UR0+ DR1+ DL5+ UL6+ U2- R2+ D3+ L5+ ALL5+ y2 U6+ R1+ D3+ L2+ ALL5- UR UL,28,DR1- UL4- R2- D4+ ALL2+ y2 ul4+ U4+ L2- DR3- UR2+
MallorcaOpen2025,21.0,d,B,0,1,UR2+ DR4- DL4+ UL0+ U4- R3+ D0+ L5- ALL2+ y2 U5- R1- D3+ L1+ ALL4+,18,UL1+ U1+ R1- ul1- ALL2+ y2 ul4- U2+ UL2+ DL3- UR1+
MallorcaOpen2025,21.0,d,B,0,2,UR1- DR6+ DL4+ UL3+ U6+ R2+ D4+ L4- ALL2+ y2 U3- R4- D3- L5- ALL3-,24,UR4+ DR1+ DL3- y2 dl2+ R3+ UL3+ DL2+ DR1+ \5-
MallorcaOpen2025,21.0,d,B,0,3,UR4- DR3- DL2- UL0+ U4- R2+ D3+ L2+ ALL2+ y2 U2+ R6+ D6+ L2- ALL0+,28,UR4- DR2+ R5- ul1- y2 ul2- U4- UL2+ DR6+ /2-
MallorcaOpen2025,21.0,d,B,0,4,UR4- DR1+ DL1+ UL2- U2+ R2- D4- L1+ ALL1- y2 U4- R4+ D1+ L2+ ALL4-,19,UR4+ R1+ D2+ \1+ y2 U3- UL1- DL1- UR4- \2-
MallorcaOpen2025,21.0,d,B,0,5,UR4+ DR6+ DL4+ UL5- U1- R5+ D0+ L1+ ALL5+ y2 U2+ R4+ D3- L2- ALL3-,27,U2+ R3- D2+ /4+ y2 dl3- D1+ R4- U2- DL2+ /4-
MallorcaOpen2025,21.0,d,B,1,1,UR1+ DR1- DL1- UL1+ U1+ R3+ D1+ L1- ALL0+ y2 U4- R3- D4- L3+ ALL4+,20,UR3- DL1+ \2- y2 ur1+ D2+ U3+ L3- DR2+ UR1+ ALL2-
MallorcaOpen2025,21.0,d,B,1,2,UR6+ DR5+ DL1- UL3- U2+ R5+ D5- L6+ ALL3+ y2 U3- R5+ D4+ L2- ALL1+,29,UR4- DL1- UL1- D2+ dr4- \2+ y2 ur5- R1- U3+ L2+ DR4-
MedanRevival2022,21.0,c,B,0,1,UR4+ DR0+ DL4+ UL4+ U2+ R4- D6+ L0+ ALL4+ y2 U3- R1+ D0+ L0+ ALL2+ DR DL,22,DL2+ UL2+ y2 ul4- dl6+ dr2- R1- U3+ /2-
MedanRevival2022,21.0,c,B,0,2,UR5+ DR1+ DL1+ UL2+ U5+ R1- D2- L2- ALL5- y2 U1+ R2+ D1+ L5- ALL3+ DR DL UL,22,R5- L1- dr2+ y2 ul1+ dr1- U1- L4+ DL1+ DR2- /4-
MedanRevival2022,21.0,c,B,0,3,UR2- DR1- DL3- UL1- U4- R4- D1- L1+ ALL4+ y2 U4+ R5+ D4+ L4- ALL1- UL,29,UR5- DL3+ D2+ ul1- y2 ul1+ U3- L4+ DR4- UR1- /5-
MedanRevival2022,21.0,c,B,0,4,UR2+ DR5+ DL3+ UL5+ U6+ R5+ D1- L1- ALL4+ y2 U2- R5+ D5+ L1- ALL1- DL,20,DL5+ U1- /4+ y2 ul1- L1- UL2+ DR5- \1-
MedanRevival2022,21.0,c,B,0,5,UR6+ DR4- DL3- UL5- U4- R2- D5- L5+ ALL0+ y2 U1- R5+ D6+ L1- ALL0+,19,UL3+ ul1- /2- y2 dr2- U1- UL2+ DL1- DR5- /2-
MedanRevival2022,21.0,c,B,1,1,UR1- DR4- DL5+ UL4- U6+ R0+ D0+ L1+ ALL1+ y2 U6+ R5+ D5- L5- ALL4+ UR DR UL,29,DL1- UL1- R5+ ul2+ ALL3+ y2 ul4- D1- UL1- DL6+ UR5-
MedanRevival2022,21.0,c,B,1,2,UR4+ DR1+ DL4+ UL2+ U6+ R5- D1- L6+ ALL2- y2 U2- R1+ D3+ L2+ ALL2- DR,21,D4- ul1+ y2 ul5+ dr4- L2- DR3- UR2+
NhoodXperienceSideEvents2023,21.0,f,A,0,1,UR1+ DR6+ DL3+ UL3- U5+ R4+ D4+ L5+ ALL1+ y2 U3- R0+ D0+ L1- ALL2- UR DL UL,20,DR1+ DL2- UL3- ur1+ ul1+ y2 U2+ UL1+ \6+ ALL3-
NhoodXperienceSideEvents2023,21.0,f,A,0,2,UR2- DR1- DL2- UL3+ U6+ R4- D5- L5- ALL5- y2 U4- R3+ D2- L1- ALL4- DL,27,UR5+ DR1+ DL4+ R1+ D3+ ALL1+ y2 dr2- R4+ UL1+ DR2+ UR3+
NhoodXperienceSideEvents2023,21.0,f,A,0,3,UR2+ DR2+ DL5+ UL4+ U1+ R6+ D2- L2+ ALL1+ y2 U3- R4- D0+ L5- ALL5+ UR DR DL,28,UR3+ DR1- UL1+ U1+ D4- \5+ ALL2- y2 U1- L5+ UR4+ \1-
NhoodXperienceSideEvents2023,21.0,f,A,0,4,UR5- DR1+ DL2- UL2+ U3+ R6+ D5- L6+ ALL1+ y2 U2- R0+ D2+ L0+ ALL6+ DL,19,DL6- R2- ul1+ y2 ul1+ DR2- UR2+ /5+
NhoodXperienceSideEvents2023,21.0,f,A,0,5,UR0+ DR1+ DL3- UL2- U4- R4- D4+ L2- ALL1+ y2 U5- R2+ D4+ L3- ALL1+ UR DR DL UL,22,UR3+ UL3+ D2- L4+ ul1+ y2 D1- U1+ UL3+ DR3- UR1+
NhoodXperienceSideEvents2023,21.0,f,A,1,1,UR3- DR1- DL1+ UL2- U3+ R3+ D1- L4+ ALL6+ y2 U3- R4+ D1+ L5+ ALL6+ DL,21,DR1+ UL2- U4+ L1- y2 ul1- dr2- D1- UL5- UR4-
NhoodXperienceSideEvents2023,21.0,f,A,1,2,UR0+ DR3+ DL4- UL2+ U4- R6+ D0+ L6+ ALL4+ y2 U3- R2- D1+ L5- ALL1+ UR DL,25,UR2+ DR1+ L4- /2+ ALL2- y2 R5+ UL3+ DL2+ DR3- /1+
OsloOpen2025,21.0,f,A,0,1,UR3- DR1- DL1+ UL2+ U5+ R6+ D1+ L0+ ALL1+ y2 U5+ R1- D1+ L0+ ALL2+,21,UR2- DL1- UL2- dl6- /1- y2 dr1- D1- U6+ UR1+
OsloOpen2025,21.0,f,A,0,2,UR1- DR3+ DL3+ UL3- U3+ R1- D5+ L1- ALL2- y2 U1- R0+ D6+ L0+ ALL2-,19,DR1- UL1+ D2+ ur3+ dl1- ul2+ y2 dl2+ D6+ U1+
OsloOpen2025,21.0,f,A,0,3,UR4+ DR2- DL6+ UL4+ U1- R3- D5+ L5- ALL1+ y2 U2+ R3+ D4+ L4- ALL6+,28,DR1+ DL2+ UL5+ dl4- /1- y2 D4- R1- L4+ UR2- /4+
OsloOpen2025,21.0,f,A,0,4,UR4- DR1- DL2+ UL0+ U3- R6+ D6+ L2- ALL4- y2 U1+ R0+ D2+ L0+ ALL4-,21,UR5- DR4+ D1+ y2 ul2- dr3- ur3- D2- U1-
OsloOpen2025,21.0,f,A,0,5,UR5- DR5- DL3- UL3- U5- R1- D5+ L4- ALL3+ y2 U4+ R3- D5+ L1- ALL1+,30,UR1- DL3+ UL3+ U1- L4+ ALL2- y2 R3+ U2+ UL6+ DL5-
OsloOpen2025,21.0,f,A,1,1,UR1+ DR2- DL1+ UL5+ U1+ R4+ D3+ L2+ ALL4- y2 U2+ R2+ D4+ L6+ ALL4+,21,DR2- UL5+ R1- L1- y2 L2- DL4- UR2- /1- ALL3+
OsloOpen2025,21.0,f,A,1,2,UR2- DR5+ DL0+ UL2- U3- R0+ D0+ L1- ALL5+ y2 U6+ R1- D3- L2- ALL6+,28,UR4+ DR5- UL3+ R2- ALL2- y2 D3+ U3+ UL2+ UR1+ ALL3-
SaoMiguelBlindSides2024,21.0,f,A,0,1,UR1- DR2- DL0+ UL4+ U3- R0+ D4+ L3- ALL4+ y2 U1- R2- D1+ L3- ALL2+,18,UR1+ DR2+ UL1- D4- dr1+ ALL2- y2 D1- U1- L3+ UR2+
SaoMiguelBlindSides2024,21.0,f,A,0,2,UR0+ DR0+ DL4- UL2+ U1- R0+ D5- L5+ ALL6+ y2 U0+ R5- D2- L5+ ALL4+,17,DL3- U1- ul1+ y2 L2- DL3- DR5+ \2-
SaoMiguelBlindSides2024,21.0,f,A,0,3,UR2- DR3- DL1+ UL1- U2- R5- D4+ L4+ ALL6+ y2 U2- R2- D2- L6+ ALL1+,27,DR2- UL4- U3- /5- y2 ul1- U2+ L6+ DR2+ /2+
SaoMiguelBlindSides2024,21.0,f,A,0,4,UR3+ DR4+ DL2+ UL4+ U5+ R5+ D5+ L6+ ALL4+ y2 U4+ R0+ D3+ L1+ ALL3-,19,D1+ /4+ \4+ ALL1+ y2 ul2+ D3- U3- UL1-
SaoMiguelBlindSides2024,21.0,f,A,0,5,UR5+ DR6+ DL2+ UL3- U2+ R4- D2- L3- ALL5+ y2 U5- R1- D1- L2- ALL1-,28,UR1- DR6- UL4+ U5+ \2+ y2 D1+ U2+ UL2+ UR1+ ALL4+
SaoMiguelBlindSides2024,21.0,f,A,1,1,UR0+ DR3- DL4+ UL1+ U4+ R5- D1- L1+ ALL2- y2 U2- R6+ D5+ L2+ ALL2+,26,UR4- UL1- L5- ul1- y2 ul1+ R3- U2+ DL2- DR3- /4+
SaoMiguelBlindSides2024,21.0,f,A,1,2,UR4- DR4- DL2+ UL4+ U2- R4+ D4+ L4+ ALL4+ y2 U5- R5+ D4- L3- ALL3+,28,UR4+ UL2+ U4- D2- y2 ur4- D1- DL3+ DR2+ UR5+ \1-
UlaanbaatarWinter2024,21.0,1,C,0,1,UR6+ DR2- DL3- UL0+ U4- R6+ D3- L3- ALL3+ y2 U5+ R2- D1+ L2+ ALL1+,27,DR2+ DL6- U2- dl4+ \2+ y2 ul1- D1- R2+ U5- L2-
UlaanbaatarWinter2024,21.0,1,C,0,2,UR0+ DR3+ DL2- UL2- U6+ R3- D3+ L1+ ALL1+ y2 U2- R4+ D3+ L4- ALL0+,22,UR2+ DR2- UL3+ U3+ D2- /1+ y2 ul1- R1- L2+ UL2+ DR3-
UlaanbaatarWinter2024,21.0,1,C,0,3,UR3- DR4- DL3+ UL3+ U0+ R2+ D2- L3- ALL2+ y2 U2+ R3+ D1- L3+ ALL5+,22,UR1+ DR4+ DL1- UL1- L1- y2 ul2- dl2- D1+ R3- L1- UL2- ALL3-
UlaanbaatarWinter2024,21.0,1,C,0,4,UR5+ DR4+ DL0+ UL3- U5- R5+ D5+ L2- ALL6+ y2 U1- R6+ D0+ L6+ ALL5+,29,UR2- UL5+ D3+ ul3+ y2 dr3- R5+ L6+ UR1+ \1-
UlaanbaatarWinter2024,21.0,1,C,0,5,UR0+ DR3- DL0+ UL3+ U1- R0+ D3+ L1+ ALL6+ y2 U4- R1+ D2+ L3- ALL4+,23,DR3+ UL2- D3- L2- dl5- y2 UL3+ DR2- UR1+ /2-
UlaanbaatarWinter2024,21.0,1,C,1,1,UR0+ DR3- DL2+ UL4- U3+ R4+ D3- L3+ ALL1- y2 U1+ R2+ D0+ L2- ALL0+,18,DR2+ UL1+ R3- D2+ L2- /1- y2 ul2- U1+ L2+ UR2-
UlaanbaatarWinter2024,21.0,1,C,1,2,UR1+ DR1- DL5- UL2+ U5+ R2+ D5+ L3+ ALL2- y2 U3- R2+ D1+ L2- ALL1+,19,UR2- DL1+ UL1- U5- \3- y2 ur1+ R2- UL2+ DR1- UR1+
XMadridOpen2024,21.0,d,B,0,1,UR6+ DR4+ DL0+ UL4+ U6+ R5+ D1+ L5+ ALL4+ y2 U4+ R1+ D5+ L1+ ALL6+,28,DR3- DL2- UL4- L3- ul1+ y2 D5- R1- L3+ UL4- /2+
XMadridOpen2024,21.0,d,B,0,2,UR2+ DR4+ DL1+ UL2+ U5- R2- D2+ L1- ALL3+ y2 U2+ R2- D3- L1- ALL3-,27,DR4- UL2- U3+ D3- y2 D3+ R2+ U3- UL1+ /1- ALL5+
XMadridOpen2024,21.0,d,B,0,3,UR2+ DR1+ DL3- UL0+ U2- R2- D4- L3- ALL5- y2 U3- R4- D6+ L1- ALL4-,20,DL6- R1- \1- y2 dr3- D1+ U3+ DL1+ DR4+
XMadridOpen2024,21.0,d,B,0,4,UR1- DR1+ DL6+ UL1- U2+ R1+ D5- L3- ALL0+ y2 U2+ R5+ D2+ L3- ALL0+,20,DL2- R1- ur3+ y2 ul4- dl1- dr1+ L2+ DL1+ DR3- UR2-
XMadridOpen2024,21.0,d,B,0,5,UR2- DR1- DL2- UL1- U3+ R1+ D2+ L5+ ALL6+ y2 U1+ R3+ D1- L5- ALL3-,16,DR2+ DL1- L1- dl1+ y2 R2- L4+ DL1+ UR1- /3+
XMadridOpen2024,21.0,d,B,1,1,UR2+ DR4- DL2+ UL4+ U6+ R5+ D1- L5- ALL1- y2 U3- R2+ D4+ L4+ ALL1-,24,DL1- R3- D4+ dr4+ y2 ul1- dr2- R2- U3+ DL4-
XMadridOpen2024,21.0,d,B,1,2,UR2+ DR0+ DL2- UL5- U4- R3+ D5+ L3- ALL5+ y2 U3- R0+ D3+ L2+ ALL2-,23,UR3- DR2- UL2- D1- dr4+ \1- ALL4+ y2 U2+ DL2- DR1- UR1+
YJKazan2019,21.0,f,A,0,1,UR6+ DR4- DL2+ UL2+ U6+ R4- D3+ L2- ALL3- y2 U1+ R4+ D5+ L4+ ALL4-,22,DL1- UL2- R2+ L1+ dl5+ \1+ y2 D1- R4- U1- DL4-
YJKazan2019,21.0,f,A,0,2,UR4- DR6+ DL5+ UL3+ U1+ R4+ D5+ L0+ ALL6+ y2 U3+ R1- D4- L1- ALL4- DL,27,UR2+ DL4- UL2- R4+ L2- y2 dl1- ur3- U1- UL2- DL3+ DR1+ ALL2-
YJKazan2019,21.0,f,A,0,3,UR2- DR3+ DL1- UL1- U1- R1- D4+ L1- ALL0+ y2 U5- R4+ D1- L6+ ALL6+ UR DR DL,28,DL3+ U4+ D3+ /3+ ALL1- y2 dr1+ D1+ L3- UL3- UR4- /2-
YJKazan2019,21.0,f,A,0,4,UR5- DR2- DL1- UL2- U5- R3+ D4- L5+ ALL3+ y2 U1+ R4+ D4- L4+ ALL3+ DL,26,DR3- DL2- R5- dr1- dl5- y2 L1+ DL5- DR3- UR1-
YJKazan2019,21.0,f,A,0,5,UR2- DR2- DL1- UL4- U1+ R0+ D5+ L4+ ALL1- y2 U1+ R2+ D1+ L1- ALL3+ UL,18,UR4+ UL1+ D2- /3- y2 ul1- dr2- U1- DL1+ DR2- ALL1-
YJKazan2019,21.0,f,A,1,1,UR6+ DR1- DL5- UL5+ U3+ R2- D3+ L1- ALL4- y2 U2- R2- D2+ L1+ ALL4- UL,21,DL3+ UL2- R3- ur2- y2 dl1- dr6+ D1- DL1- UR2+
YJKazan2019,21.0,f,A,1,2,UR2- DR4- DL4- UL4+ U2+ R6+ D4- L2+ ALL5+ y2 U4+ R4+ D1- L1- ALL1- UR DL,20,UL2- U2- \1- y2 ul3+ dl1+ dr1+ DL1+ UR4- \5+
BaguioSpeedcubingOpen2025,21.33,c,A,0,1,UR5- DR3+ DL5- UL2- U1- R1+ D1+ L3- ALL5+ y2 U4- R3+ D3+ L3- ALL5-,28,DR1+ UL2- U2- dl3- y2 dl4+ ur4- U4+ L3+ DR3- /2+
BaguioSpeedcubingOpen2025,21.33,c,A,0,2,UR1- DR0+ DL5+ UL4- U0+ R4+ D1+ L6+ ALL2+ y2 U5+ R4- D0+ L2+ ALL4-,30,UR3- DL5+ U4- D1+ y2 dl1+ R5- UL2- UR3- /2+ ALL4-
BaguioSpeedcubingOpen2025,21.33,c,A,0,3,UR4- DR4- DL3+ UL1- U5- R3- D5+ L3+ ALL4- y2 U1+ R1+ D2+ L3+ ALL1-,20,DR1- DL3- UL2- dl5- /3- y2 dr2- R1- UL1- DL2-
BaguioSpeedcubingOpen2025,21.33,c,A,0,4,UR1- DR4+ DL4- UL1- U1- R2- D6+ L4+ ALL2+ y2 U1- R2+ D0+ L0+ ALL2-,22,UR2+ DR3- UL1+ D3- ALL4- y2 ul4+ ur1- R2- L1- UL1+
BaguioSpeedcubingOpen2025,21.33,c,A,0,5,UR3+ DR2+ DL2- UL4- U6+ R0+ D1+ L6+ ALL2+ y2 U3- R2+ D4+ L1+ ALL4+,22,UR4- DR1- U1- ul4+ y2 dl2+ dr1+ D1- U3+ DL1- DR2- \2+
BaguioSpeedcubingOpen2025,21.33,c,A,1,1,UR2- DR3- DL2+ UL5+ U0+ R2+ D6+ L6+ ALL3- y2 U3+ R2- D6+ L6+ ALL0+,30,DR3+ UL1- U2- D4+ dr4+ ALL3+ y2 dr1- D4+ L3- UL3- DR2+
BaguioSpeedcubingOpen2025,21.33,c,A,1,2,UR5+ DR5- DL6+ UL2+ U4+ R5+ D3+ L3+ ALL4- y2 U1- R0+ D2- L2- ALL0+,20,DR5- DL1+ U1+ \4- y2 ul1+ dl2- dr3+ U1+ DL2+
CebuNewYearOpen2026,21.33,f,A,0,1,UR3+ DR6+ DL2+ UL5- U1+ R0+ D1- L3+ ALL3- y2 U1- R2+ D1- L3- ALL1-,18,DR3+ U1+ D2+ y2 ul2- D1+ UL3+ UR2- \3+ ALL1+
CebuNewYearOpen2026,21.33,f,A,0,2,UR4+ DR5- DL2+ UL0+ U3- R4+ D4- L5+ ALL2+ y2 U2- R1- D1+ L3+ ALL1-,25,UR1- DR2+ DL5+ R4- ur2+ \3+ y2 R1- U2+ DL3- DR2+
CebuNewYearOpen2026,21.33,f,A,0,3,UR3+ DR4- DL4- UL3+ U2+ R5+ D1+ L0+ ALL2- y2 U5- R0+ D3+ L1+ ALL4-,27,UR4+ DR4+ DL1+ D2+ dl1- ALL2- y2 dr4+ U2+ L1- DR3- UR3+
CebuNewYearOpen2026,21.33,f,A,0,4,UR1- DR1+ DL4- UL1- U4+ R1+ D2+ L4- ALL4+ y2 U6+ R6+ D4+ L3+ ALL3-,22,UR1- UL1- D1+ L2- ul1+ y2 dr1- U1- UL3- DR4- UR2- ALL5-
CebuNewYearOpen2026,21.33,f,A,0,5,UR2- DR1- DL0+ UL3- U3+ R1+ D6+ L2+ ALL5+ y2 U4+ R0+ D6+ L3+ ALL5-,23,UR1+ UL1+ R1+ D5- dl3+ y2 D5+ UL4- DL1+ \2+
CebuNewYearOpen2026,21.33,f,A,1,1,UR1+ DR0+ DL3- UL1+ U2- R1- D5- L5+ ALL1+ y2 U0+ R2+ D6+ L0+ ALL2-,19,D4- L3- dl1+ ALL3- y2 ul1+ dl1- D4- DR2-
